280,400160,35,Morrelganj,মোরেলগঞ্জ,483246,477495,0,98,0,1,
281,400173,35,Rampal,রামপাল,466163,489362,0,97,0,1,
282,400177,35,Sarankhola,স্মরণখোলা,481926,458864,0,98,0,1,
283,401807,36,Alamdanga,আলমডাঙ্গা,389357,615194,0,79,0,1,
284,401823,36,Chuadanga Sadar,চুয়াডাঙ্গা সদর,386817,599662,0,80,79,1
285,401831,36,Damurhuda,দামুরহুদা,372076,600354,0,80,0,1,
286,401855,36,Jiban Nagar,জীবন নগর ,383235,583605,0,80,0,1,
287,404104,37,Abhaynagar,অভয়নগর,441008,536440,0,88,0,1,
288,404109,37,Bagher Para,বাগঘারপাড়া,432528,561339,0,88,0,1,
289,404111,37,Chaugachha,চৌগাছা,400474,563564,0,86,0,1,
290,404123,37,Jhikargachha,ঝিকরগাছা,403661,542082,0,86,0,1,
291,404138,37,Keshabpur,কেশবপুর,421693,521538,0,90,0,1,
292,404147,37,Jashore Sadar,যশোর,420642,554588,0,87,0,1,
293,404161,37,Manirampur,মনিরামপুর ,420660,535360,0,89,0,1,
294,404190,37,Sharsha,শার্শা,392099,539699,0,85,0,1,
295,404414,38,Harinakunda,হরিনাকুন্ডু,406573,605531,0,82,0,1,
296,404419,38,Jhenaidaha Sadar,ঝিনাইদহ সদর,414642,591558,0,82,0,1,
297,404433,38,Kaliganj,কালীগঞ্জ,414069,575306,0,84,0,1,
298,404442,38,Kotchandpur,কোটচাঁদপুর ,398742,583671,0,83,0,1,
299,404471,38,Maheshpur,মহেশপুর,383991,570135,0,83,0,1,
300,404480,38,Shailkupa,শৈলকুপা,423319,607562,0,81,0,1,
301,404712,39,Batiaghata,বাটিয়াঘাটা ,450739,502796,0,99,0,1,
302,404717,39,Dacope,দাকোপ,451414,449725,0,99,0,1,
303,404721,39,Daulatpur,দৌলতপুর,450767,520339,0,30,0,1,
304,404730,39,Dumuria,ডুমুরিয়া,438670,512996,0,103,0,1,
305,404740,39,Dighalia,দিঘলিয়া,454033,524531,0,102,0,1,
306,404745,39,Khalishpur,খালিশপুর,452420,518189,0,101,0,1,
307,404748,39,Khanjahan Ali,খানজাহান আলী,449030,522040,0,101,0,1,
308,404751,39,Khulna Sadar,খুলনা সদর,455134,513980,0,100,0,1,
309,404753,39,Koyra,কয়রা,437437,433039,0,104,0,1,
310,404764,39,Paikgachha,পাইকগাছা,432707,489340,0,104,0,1,
311,404769,39,Phultala,ফুলতলা,444417,528798,0,103,0,1,
312,404775,39,Rupsa,রূপসা,463133,514506,0,102,0,1,
313,404785,39,Sonadanga,সোনাডাঙ্গা,453758,514144,0,100,0,1,
314,404794,39,Terokhada,তেরোখাদা,464147,525412,0,102,0,1,
315,405015,40,Bheramara,ভেড়ামারা,397013,651234,0,76,0,1,
316,405039,40,Daulatpur,দৌলতপুর,382025,649104,0,75,0,1,
317,405063,40,Khoksa,খোকসা,428778,622565,0,78,0,1,
318,405071,40,Kumarkhali,কুমারখালী,420772,629208,0,78,0,1,
319,405079,40,Kushtia Sadar,কুষ্টিয়া সদর,407860,625358,0,77,0,1,
320,405094,40,Mirpur,মিরপুর,397398,633602,0,76,0,1,
321,405557,41,Magura Sadar,মাগুরা সদর,440538,584338,0,91,92,1
322,405566,41,Mohammadpur,মোহাম্মাদপুর,454532,578756,0,92,0,1,
323,405585,41,Shalikha,শালিখা,435184,572838,0,80,0,1,
324,405595,41,Sreepur,শ্রীপুর,441792,600339,0,91,0,1,
325,405747,42,Gangni,গাংনী,375479,629493,0,74,0,1,
326,405760,42,Mujib Nagar,মুজিবনগর,360004,608591,0,73,0,1,
327,405787,42,Meherpur Sadar,মেহেরপুর সদর,364140,619260,0,73,0,1,
328,406528,43,Kalia,কালিয়া,463841,537524,0,93,0,1,
329,406552,43,Lohagara,লোহাগাড়া,461851,556907,0,94,0,1,
330,406576,43,Narail Sadar,নড়াইল সদর,448747,551500,0,93,94,0,1
331,408704,44,Assasuni,আশাশুনি,418034,483348,0,107,0,1,
332,408725,44,Debhata,দেভাটা,399276,490162,0,107,0,1,
333,408743,44,Kalaroa,কলারোয়া,401200,521525,0,105,0,1,
334,408747,44,Kaliganj,কালীগঞ্জ,406380,475615,0,108,0,1,
335,408782,44,Satkhira Sadar,সাতক্ষীরা সদর,401304,504687,0,106,0,1,
336,408786,44,Shyamnagar,শ্যামনগর,416042,425938,0,108,0,1,
337,408790,44,Tala,তালা,419479,505917,0,105,0,1,
338,501006,45,Adamdighi,আদমদীঘি,405614,733683,0,38,0,1,
339,501020,45,Bogura Sadar,বগুড়া সদর,435560,742840,0,41,0,1,
340,501027,45,Dhunat,ধুনট,454932,719903,0,80,0,1,
341,501033,45,Dhupchanchia,দুপচাচিয়া,413797,742319,0,38,0,1,
342,501040,45,Gabtali,গাবতলি,446417,742560,0,42,0,1,
343,501054,45,Kahaloo,কাহালু,424748,736487,0,39,0,1,
344,501067,45,Nandigram,নন্দিগ্রাম,422235,719869,0,39,0,1,
345,501081,45,Sariakandi,সারিয়াকান্দি,460868,742943,0,36,0,1,
346,501085,45,Shahjahanpur,শাহজাহানপুর,437321,728195,0,42,0,1,
347,501088,45,Sherpur,শেরপুর,441988,714402,0,40,0,1,
348,501094,45,Shibganj,শিবগঞ্জ,430673,756887,0,37,0,1,
349,501095,45,Sonatala,সোনাতলা,450099,755290,0,36,0,1,
350,503813,46,Akkelpur,আক্কেলপুর,403965,747960,0,35,0,1,
351,503847,46,Joypurhat Sadar,জয়পুরহাট সদর,402023,767117,0,34,0,1,
352,503858,46,Kalai,কালাই,419828,763550,0,35,0,1,
353,503861,46,Khetlal,ক্ষেতলাল,411687,757640,0,35,0,1,
354,503874,46,Panchbibi,পাঁচবিবি,407127,777850,0,34,0,1,
355,506403,47,Atrai,আত্রাই,398228,714258,0,51,0,1,
356,506406,47,Badalgachhi,বদলগাছি,393908,751977,0,48,0,1,
357,506428,47,Dhamoirhat,ধামইরহাট ,382120,770080,0,47,0,1,
358,506447,47,Manda,মান্দা,370397,727852,0,49,0,1,
359,506450,47,Mahadebpur,মহাদেবপুর,375754,747128,0,48,0,1,
360,506460,47,Naogaon Sadar,নওগাঁ সদর,389295,735023,0,50,0,1,
